chr:start:end,chr,start,end
16:88523982:88524025,16,88523982,88524025
19:51572334:51572823,19,51572334,51572823
2:235864936:235865097,2,235864936,235865097
19:41937933:41938036,19,41937933,41938036
7:45157084:45157250,7,45157084,45157250
4:106076600:106076787,4,106076600,106076787
3:187799115:187799577,3,187799115,187799577
8:144829421:144829517,8,144829421,144829517
6:129708969:129709349,6,129708969,129709349
11:64869349:64869681,11,64869349,64869681
19:610209:610310,19,610209,610310
7:2390507:2390582,7,2390507,2390582
4:56531333:56531605,4,56531333,56531605
20:49047733:49047773,20,49047733,49047773
13:43345404:43345578,13,43345404,43345578
6:133917863:133918046,6,133917863,133918046
6:3991353:3991618,6,3991353,3991618
9:708838:709157,9,708838,709157
3:72977016:72977335,3,72977016,72977335
11:86246504:86246821,11,86246504,86246821
6:7165669:7166031,6,7165669,7166031
20:37916544:37916865,20,37916544,37916865
6:30482777:30482918,6,30482777,30482918
19:55070146:55070298,19,55070146,55070298
7:65374962:65375045,7,65374962,65375045
4:124337903:124337983,4,124337903,124337983
9:2032270:2032446,9,2032270,2032446
7:450464:450603,7,450464,450603
11:31373570:31374096,11,31373570,31374096
1:144419584:144419599,1,144419584,144419599
5:163281180:163281535,5,163281180,163281535
11:128469043:128469487,11,128469043,128469487
6:109304645:109304722,6,109304645,109304722
13:41200198:41200485,13,41200198,41200485
7:108527017:108527080,7,108527017,108527080
13:59439006:59439478,13,59439006,59439478
15:89172446:89172938,15,89172446,89172938
15:78025107:78025354,15,78025107,78025354
6:111604602:111604837,6,111604602,111604837
19:21197528:21197698,19,21197528,21197698
8:102808943:102809239,8,102808943,102809239
3:142965452:142965787,3,142965452,142965787
13:113527202:113527426,13,113527202,113527426
3:134915289:134915595,3,134915289,134915595
2:44261471:44261963,2,44261471,44261963
21:23980467:23980810,21,23980467,23980810
5:140039585:140039828,5,140039585,140039828
18:23787003:23787236,18,23787003,23787236
21:37359368:37359753,21,37359368,37359753
10:132401169:132401265,10,132401169,132401265
1:23560833:23561186,1,23560833,23561186
5:34648549:34649027,5,34648549,34649027
13:29295102:29295389,13,29295102,29295389
2:120668544:120669061,2,120668544,120669061
15:64840382:64840519,15,64840382,64840519
13:33678756:33678807,13,33678756,33678807
22:23180005:23180042,22,23180005,23180042
8:100227931:100228063,8,100227931,100228063
20:641709:641788,20,641709,641788
6:106214702:106214782,6,106214702,106214782
13:30103540:30103837,13,30103540,30103837
2:44260346:44260605,2,44260346,44260605
2:159147596:159148020,2,159147596,159148020
6:157328157:157328525,6,157328157,157328525
6:143061409:143061643,6,143061409,143061643
13:28093299:28093570,13,28093299,28093570
10:65088908:65089195,10,65088908,65089195
3:187028700:187028978,3,187028700,187028978
12:53205862:53206029,12,53205862,53206029
14:70254334:70254585,14,70254334,70254585
6:46130828:46131248,6,46130828,46131248
3:5914207:5914421,3,5914207,5914421
1:184928876:184929294,1,184928876,184929294
12:4561865:4561954,12,4561865,4561954
13:28092610:28092995,13,28092610,28092995
6:24910079:24910334,6,24910079,24910334
4:94843775:94844270,4,94843775,94844270
7:20467290:20467738,7,20467290,20467738
6:14396776:14396914,6,14396776,14396914
4:52462688:52462906,4,52462688,52462906
1:1114918:1115042,1,1114918,1115042
19:39084666:39084702,19,39084666,39084702
20:56344677:56344968,20,56344677,56344968
7:76394008:76394091,7,76394008,76394091
4:10096788:10096942,4,10096788,10096942
7:16850625:16850834,7,16850625,16850834
17:40202779:40202929,17,40202779,40202929
22:17975069:17975360,22,17975069,17975360
20:58305905:58306017,20,58305905,58306017
14:77941373:77941735,14,77941373,77941735
6:30570109:30570402,6,30570109,30570402
17:76501835:76502001,17,76501835,76502001
20:3107485:3107707,20,3107485,3107707
4:138827808:138828029,4,138827808,138828029
11:128624716:128625062,11,128624716,128625062
17:38726979:38727193,17,38726979,38727193
11:36286585:36286877,11,36286585,36286877
9:137442111:137442202,9,137442111,137442202
8:11956696:11956816,8,11956696,11956816
20:53869873:53870120,20,53869873,53870120
5:73406730:73406919,5,73406730,73406919
14:49897063:49897479,14,49897063,49897479
22:42112053:42112449,22,42112053,42112449
1:201022319:201022609,1,201022319,201022609
6:137869380:137869500,6,137869380,137869500
13:70312722:70313246,13,70312722,70313246
10:59880944:59881443,10,59880944,59881443
22:39131715:39131903,22,39131715,39131903
2:113606449:113606747,2,113606449,113606747
2:55694248:55694432,2,55694248,55694432
20:35850872:35851053,20,35850872,35851053
13:77048681:77049032,13,77048681,77049032
6:98931697:98931900,6,98931697,98931900
7:50336545:50336798,7,50336545,50336798
3:40461399:40461632,3,40461399,40461632
9:136045683:136045764,9,136045683,136045764
11:1124637:1124767,11,1124637,1124767
16:70697280:70697369,16,70697280,70697369
11:35526451:35526817,11,35526451,35526817
7:98283992:98284089,7,98283992,98284089
17:81923528:81923577,17,81923528,81923577
19:35139142:35139253,19,35139142,35139253
6:31797306:31797423,6,31797306,31797423
10:96044954:96045251,10,96044954,96045251
7:65137895:65138094,7,65137895,65138094
3:179526677:179527189,3,179526677,179527189
7:32074585:32074876,7,32074585,32074876
2:87229153:87229601,2,87229153,87229601
5:111076039:111076319,5,111076039,111076319
2:210951921:210952074,2,210951921,210952074
12:105611259:105611555,12,105611259,105611555
6:17581003:17581047,6,17581003,17581047
3:75622104:75622699,3,75622104,75622699
17:17010661:17010708,17,17010661,17010708
16:21159845:21160421,16,21159845,21160421
4:86994228:86994314,4,86994228,86994314
15:50132105:50132493,15,50132105,50132493
13:23144339:23144686,13,23144339,23144686
17:49236376:49236579,17,49236376,49236579
15:25861274:25861422,15,25861274,25861422
13:45932204:45932398,13,45932204,45932398
11:37987937:37988964,11,37987937,37988964
8:66659257:66659558,8,66659257,66659558
1:7953596:7953697,1,7953596,7953697
3:197632163:197632275,3,197632163,197632275
15:28678568:28678905,15,28678568,28678905
1:13748345:13748625,1,13748345,13748625
14:20639169:20639600,14,20639169,20639600
11:73389440:73389796,11,73389440,73389796
5:75051527:75051871,5,75051527,75051871
20:31522462:31522779,20,31522462,31522779
21:37531586:37532115,21,37531586,37532115
21:42234275:42234490,21,42234275,42234490
8:133573543:133573822,8,133573543,133573822
11:75874831:75875041,11,75874831,75875041
7:29190586:29190772,7,29190586,29190772
7:4872456:4872805,7,4872456,4872805
17:49915346:49915807,17,49915346,49915807
12:46564150:46564700,12,46564150,46564700
21:45535363:45535481,21,45535363,45535481
8:66870269:66870494,8,66870269,66870494
22:45058216:45058605,22,45058216,45058605
19:55494226:55494328,19,55494226,55494328
8:97867665:97867929,8,97867665,97867929
11:33515432:33515814,11,33515432,33515814
1:91022624:91022718,1,91022624,91022718
19:42271744:42271756,19,42271744,42271756
17:49014729:49014803,17,49014729,49014803
15:50277634:50277906,15,50277634,50277906
15:76060681:76060802,15,76060681,76060802
18:69946638:69947202,18,69946638,69947202
7:929932:930225,7,929932,930225
17:79392939:79393232,17,79392939,79393232
1:184844606:184845258,1,184844606,184845258
2:128316847:128317099,2,128316847,128317099
11:128520539:128520816,11,128520539,128520816
3:183776202:183776341,3,183776202,183776341
15:68140666:68140822,15,68140666,68140822
12:105132594:105133296,12,105132594,105133296
7:106863340:106863602,7,106863340,106863602
3:40477921:40478152,3,40477921,40478152
12:667685:667895,12,667685,667895
5:129767972:129768051,5,129767972,129768051
3:10228074:10228509,3,10228074,10228509
6:52179890:52180241,6,52179890,52180241
7:100379977:100380162,7,100379977,100380162
6:3356598:3356898,6,3356598,3356898
1:121365910:121365995,1,121365910,121365995
17:81863237:81863644,17,81863237,81863644
6:53241286:53241544,6,53241286,53241544
3:120560397:120560487,3,120560397,120560487
3:160038082:160038481,3,160038082,160038481
19:692636:692950,19,692636,692950
17:18968614:18968757,17,18968614,18968757
18:30105426:30105864,18,30105426,30105864
20:45414998:45415458,20,45414998,45415458
17:81003022:81003239,17,81003022,81003239
1:1898336:1898844,1,1898336,1898844
16:27413603:27414193,16,27413603,27414193
5:111077090:111077191,5,111077090,111077191
1:199096236:199096591,1,199096236,199096591
16:22162737:22162770,16,22162737,22162770
6:147206523:147207064,6,147206523,147207064
17:1298295:1298333,17,1298295,1298333
10:87533308:87533806,10,87533308,87533806
15:101115348:101115504,15,101115348,101115504
15:42056478:42056637,15,42056478,42056637
5:178732060:178732139,5,178732060,178732139
6:71267987:71268115,6,71267987,71268115
2:69948574:69948628,2,69948574,69948628
4:74366604:74367376,4,74366604,74367376
13:45371452:45371526,13,45371452,45371526
7:24834107:24834290,7,24834107,24834290
14:95642495:95642588,14,95642495,95642588
8:144800033:144800115,8,144800033,144800115
10:49035000:49035283,10,49035000,49035283
2:30233510:30233720,2,30233510,30233720
3:122680116:122680273,3,122680116,122680273
6:137866063:137866234,6,137866063,137866234
4:171015944:171016101,4,171015944,171016101
1:41679093:41679447,1,41679093,41679447
13:50989980:50990321,13,50989980,50990321
16:12041613:12041851,16,12041613,12041851
11:33259512:33259805,11,33259512,33259805
1:27601863:27601881,1,27601863,27601881
22:17981579:17981807,22,17981579,17981807
14:50790951:50791616,14,50790951,50791616
5:163280106:163280401,5,163280106,163280401
17:78260562:78260636,17,78260562,78260636
3:128523095:128523297,3,128523095,128523297
12:4165413:4165517,12,4165413,4165517
13:99657139:99657407,13,99657139,99657407
7:56933410:56933606,7,56933410,56933606
6:35492767:35493092,6,35492767,35493092
8:100723321:100723402,8,100723321,100723402
1:39539937:39540230,1,39539937,39540230
3:59987328:59987620,3,59987328,59987620
2:51315882:51316284,2,51315882,51316284
9:136960121:136960245,9,136960121,136960245
7:128026524:128026985,7,128026524,128026985
14:82954023:82954482,14,82954023,82954482
6:160362393:160362492,6,160362393,160362492
6:109235431:109235925,6,109235431,109235925
6:2859226:2859560,6,2859226,2859560
5:133423243:133423533,5,133423243,133423533
6:30741651:30741931,6,30741651,30741931
17:2158178:2158631,17,2158178,2158631
4:83268421:83268761,4,83268421,83268761
7:48086758:48087369,7,48086758,48087369
17:81617081:81617271,17,81617081,81617271
3:71702088:71702409,3,71702088,71702409
7:27162861:27163424,7,27162861,27163424
19:17234914:17234985,19,17234914,17234985
22:29658882:29658947,22,29658882,29658947
7:32765168:32765263,7,32765168,32765263
11:123248467:123248589,11,123248467,123248589
2:87229908:87229952,2,87229908,87229952
12:139697:139911,12,139697,139911
1:206544972:206545055,1,206544972,206545055
1:37922888:37923190,1,37922888,37923190
6:36850048:36850137,6,36850048,36850137
9:125161491:125161867,9,125161491,125161867
11:745423:745877,11,745423,745877
4:18462423:18462694,4,18462423,18462694
17:75877043:75877169,17,75877043,75877169
6:130047980:130048200,6,130047980,130048200
1:13724557:13724619,1,13724557,13724619
4:12121205:12121742,4,12121205,12121742
13:28620976:28621396,13,28620976,28621396
5:159682455:159682781,5,159682455,159682781
20:43906366:43906847,20,43906366,43906847
13:29295833:29295930,13,29295833,29295930
3:188712945:188713186,3,188712945,188713186
3:17775928:17776055,3,17775928,17776055
2:189785374:189785544,2,189785374,189785544
1:7679761:7679826,1,7679761,7679826
13:32000713:32000885,13,32000713,32000885
3:10016011:10016110,3,10016011,10016110
7:28926045:28926382,7,28926045,28926382
7:17166893:17167199,7,17166893,17167199
X:154300946:154301085,X,154300946,154301085
5:553887:554028,5,553887,554028
1:12256214:12256374,1,12256214,12256374
7:39856065:39856482,7,39856065,39856482
3:194314940:194315119,3,194314940,194315119
12:126771703:126771789,12,126771703,126771789
21:17817791:17817924,21,17817791,17817924
11:27356104:27356311,11,27356104,27356311
7:150518510:150518790,7,150518510,150518790
4:120921655:120921670,4,120921655,120921670
16:85238165:85238219,16,85238165,85238219
18:76546305:76546469,18,76546305,76546469
2:196399512:196399809,2,196399512,196399809
15:39781606:39781869,15,39781606,39781869
6:3019947:3020153,6,3019947,3020153
16:32086206:32086335,16,32086206,32086335
1:64503870:64504173,1,64503870,64504173
6:37218955:37219399,6,37218955,37219399
7:150569303:150569627,7,150569303,150569627
19:697288:697410,19,697288,697410
17:38730912:38731173,17,38730912,38731173
12:54307233:54307561,12,54307233,54307561
5:180832212:180832444,5,180832212,180832444
19:8239255:8239545,19,8239255,8239545
5:70950143:70950207,5,70950143,70950207
21:41900260:41900491,21,41900260,41900491
6:40287323:40287822,6,40287323,40287822
4:87027319:87027826,4,87027319,87027826
4:56470012:56470088,4,56470012,56470088
17:43834076:43834380,17,43834076,43834380
7:90210527:90210733,7,90210527,90210733
1:155016517:155016782,1,155016517,155016782
6:8277880:8278032,6,8277880,8278032
7:24719415:24719653,7,24719415,24719653
6:7589236:7589452,6,7589236,7589452
8:127976615:127977067,8,127976615,127977067
7:27234765:27234991,7,27234765,27234991
5:151239572:151239856,5,151239572,151239856
11:1661635:1661733,11,1661635,1661733
8:81731432:81731474,8,81731432,81731474
8:8143410:8143606,8,8143410,8143606
5:129767493:129767602,5,129767493,129767602
17:19284744:19284850,17,19284744,19284850
3:49162423:49162730,3,49162423,49162730
6:27823461:27823655,6,27823461,27823655
17:27532535:27532713,17,27532535,27532713
7:64987542:64987992,7,64987542,64987992
1:36035174:36035357,1,36035174,36035357
10:84329623:84330035,10,84329623,84330035
11:86247967:86248560,11,86247967,86248560
6:36622974:36623536,6,36622974,36623536
5:33133385:33133523,5,33133385,33133523
19:6238407:6238503,19,6238407,6238503
18:55207180:55207717,18,55207180,55207717
8:18356152:18356416,8,18356152,18356416
4:83009550:83009888,4,83009550,83009888
19:41929917:41930078,19,41929917,41930078
16:58198906:58199279,16,58198906,58199279
15:79969242:79969446,15,79969242,79969446
2:197309142:197309385,2,197309142,197309385
6:25135777:25136316,6,25135777,25136316
17:47735345:47735720,17,47735345,47735720
14:102279876:102280110,14,102279876,102280110
5:175479651:175479778,5,175479651,175479778
5:158039344:158039590,5,158039344,158039590
7:73007474:73007595,7,73007474,73007595
11:124076979:124077218,11,124076979,124077218
3:160183359:160183476,3,160183359,160183476
20:8434625:8434951,20,8434625,8434951
9:83805816:83805960,9,83805816,83805960
20:59145077:59145339,20,59145077,59145339
3:32705109:32705535,3,32705109,32705535
5:82977550:82977826,5,82977550,82977826
22:23956565:23956672,22,23956565,23956672
19:550282:550297,19,550282,550297
7:1593025:1593180,7,1593025,1593180
4:88009445:88009635,4,88009445,88009635
7:42227166:42227484,7,42227166,42227484
21:42406316:42406701,21,42406316,42406701
15:81596185:81596400,15,81596185,81596400
8:22396708:22396874,8,22396708,22396874
1:24872507:24872663,1,24872507,24872663
7:35981548:35982082,7,35981548,35982082
7:134987693:134987995,7,134987693,134987995
8:106658946:106659156,8,106658946,106659156
9:69436890:69437218,9,69436890,69437218
9:122565369:122565662,9,122565369,122565662
14:77942087:77942526,14,77942087,77942526
14:56117189:56117372,14,56117189,56117372
6:31616361:31616446,6,31616361,31616446
10:11011203:11011479,10,11011203,11011479
5:36781585:36781988,5,36781585,36781988
3:72850133:72850284,3,72850133,72850284
4:76635761:76636090,4,76635761,76636090
13:59438557:59438699,13,59438557,59438699
15:34497167:34497533,15,34497167,34497533
10:72260090:72260367,10,72260090,72260367
6:152185489:152185738,6,152185489,152185738
18:37489705:37489963,18,37489705,37489963
2:101704489:101704785,2,101704489,101704785
1:108198605:108199049,1,108198605,108199049
9:133243862:133244106,9,133243862,133244106
3:71580671:71580836,3,71580671,71580836
22:44195293:44195641,22,44195293,44195641
14:60533568:60533774,14,60533568,60533774
7:50449267:50449609,7,50449267,50449609
19:3766820:3766882,19,3766820,3766882
2:105777241:105777534,2,105777241,105777534
7:17941354:17941392,7,17941354,17941392
3:197460174:197460283,3,197460174,197460283
1:160560172:160560265,1,160560172,160560265
13:26221093:26221266,13,26221093,26221266
1:121237348:121237683,1,121237348,121237683
6:106607919:106608323,6,106607919,106608323
3:164021995:164022109,3,164021995,164022109
13:27131825:27132077,13,27131825,27132077
14:24481586:24481713,14,24481586,24481713
10:131084914:131085006,10,131084914,131085006
17:29588131:29588245,17,29588131,29588245
7:1340774:1340908,7,1340774,1340908
2:203373933:203374091,2,203373933,203374091
9:69439397:69439783,9,69439397,69439783
4:105460147:105460612,4,105460147,105460612
16:82191348:82191640,16,82191348,82191640
22:44698079:44698252,22,44698079,44698252
2:98805150:98805496,2,98805150,98805496
5:180811487:180811869,5,180811487,180811869
6:17280178:17280341,6,17280178,17280341
6:29010587:29010706,6,29010587,29010706
22:37806148:37806560,22,37806148,37806560
16:85752577:85752614,16,85752577,85752614
16:85765986:85766044,16,85765986,85766044
7:102432079:102432305,7,102432079,102432305
7:74287700:74287923,7,74287700,74287923
7:103346857:103347020,7,103346857,103347020
12:65280484:65280583,12,65280484,65280583
3:50341601:50341649,3,50341601,50341649
4:121838704:121838890,4,121838704,121838890
3:69368726:69369154,3,69368726,69369154
2:102788090:102788366,2,102788090,102788366
6:3354905:3355169,6,3354905,3355169
12:69471569:69471805,12,69471569,69471805
2:151189285:151189289,2,151189285,151189289
1:79053081:79053263,1,79053081,79053263
11:3857290:3857569,11,3857290,3857569
22:45671081:45671194,22,45671081,45671194
4:109730746:109730945,4,109730746,109730945
19:29842968:29843037,19,29842968,29843037
3:187751572:187751659,3,187751572,187751659
16:30171104:30171212,16,30171104,30171212
6:105748237:105748248,6,105748237,105748248
2:16766491:16766789,2,16766491,16766789
18:46156258:46156375,18,46156258,46156375
16:87973873:87974196,16,87973873,87974196
19:36972700:36972758,19,36972700,36972758
1:202804223:202804449,1,202804223,202804449
1:146933184:146933240,1,146933184,146933240
15:35657661:35657928,15,35657661,35657928
17:58250147:58250209,17,58250147,58250209
6:157646527:157646667,6,157646527,157646667
12:29668280:29668523,12,29668280,29668523
1:47020219:47020841,1,47020219,47020841
4:78059777:78060042,4,78059777,78060042
6:33570479:33570779,6,33570479,33570779
13:49443255:49443301,13,49443255,49443301
1:120459607:120459773,1,120459607,120459773
8:74982409:74982685,8,74982409,74982685
6:30490809:30491153,6,30490809,30491153
1:33039470:33039544,1,33039470,33039544
3:33095632:33095908,3,33095632,33095908
8:100808805:100808869,8,100808805,100808869
3:183446962:183447237,3,183446962,183447237
8:19561339:19561615,8,19561339,19561615
17:64984366:64984492,17,64984366,64984492
16:3105852:3105988,16,3105852,3105988
7:26858664:26859087,7,26858664,26859087
7:117480777:117481174,7,117480777,117481174
17:47846391:47846596,17,47846391,47846596
3:134535612:134536189,3,134535612,134536189
8:86517126:86517475,8,86517126,86517475
10:46739405:46739534,10,46739405,46739534
20:49711729:49712121,20,49711729,49712121
4:77912198:77912522,4,77912198,77912522
7:66631040:66631162,7,66631040,66631162
1:22056203:22056741,1,22056203,22056741
15:60007930:60008156,15,60007930,60008156
3:169943288:169943570,3,169943288,169943570
3:128075246:128075382,3,128075246,128075382
7:48086257:48086440,7,48086257,48086440
7:26374124:26374336,7,26374124,26374336
17:73342498:73342736,17,73342498,73342736
13:103722812:103723021,13,103722812,103723021
1:65164161:65164345,1,65164161,65164345
3:184545080:184545160,3,184545080,184545160
16:11234041:11234475,16,11234041,11234475
3:187800183:187800358,3,187800183,187800358
6:122922135:122922725,6,122922135,122922725
2:126311008:126311283,2,126311008,126311283
22:29859923:29860233,22,29859923,29860233
3:78472757:78473213,3,78472757,78473213
20:3106866:3107073,20,3106866,3107073
6:139279735:139279910,6,139279735,139279910
3:486783:487211,3,486783,487211
14:95641836:95642049,14,95641836,95642049
7:992615:992695,7,992615,992695
19:17302586:17302717,19,17302586,17302717
1:145885021:145885282,1,145885021,145885282
7:128408901:128409085,7,128408901,128409085
7:8104816:8105132,7,8104816,8105132
8:144583045:144583221,8,144583045,144583221
2:231462441:231462641,2,231462441,231462641
1:76294553:76294785,1,76294553,76294785
17:63435720:63435781,17,63435720,63435781
3:172038133:172038303,3,172038133,172038303
5:17444844:17445510,5,17444844,17445510
3:150759935:150760138,3,150759935,150760138
17:65121214:65121503,17,65121214,65121503
7:27221045:27221648,7,27221045,27221648
6:75348666:75348866,6,75348666,75348866
3:196120578:196120747,3,196120578,196120747
19:2568230:2568524,19,2568230,2568524
17:36090672:36090997,17,36090672,36090997
13:24224593:24224795,13,24224593,24224795
8:26090253:26090409,8,26090253,26090409
17:20422198:20422657,17,20422198,20422657
13:50989607:50989671,13,50989607,50989671
6:37172689:37172833,6,37172689,37172833
17:78379547:78379652,17,78379547,78379652
15:84582181:84582690,15,84582181,84582690
6:35720459:35720835,6,35720459,35720835
10:48655376:48655617,10,48655376,48655617
1:37309144:37309396,1,37309144,37309396
17:42313517:42313718,17,42313517,42313718
2:174662971:174663269,2,174662971,174663269
18:80176131:80176486,18,80176131,80176486
21:44970014:44970153,21,44970014,44970153
7:5331939:5332150,7,5331939,5332150
4:90593431:90593750,4,90593431,90593750
1:246387663:246388112,1,246387663,246388112
15:92906239:92906314,15,92906239,92906314
6:166955056:166955169,6,166955056,166955169
6:167170129:167170394,6,167170129,167170394
4:80181383:80181601,4,80181383,80181601
4:153514147:153514370,4,153514147,153514370
17:49390891:49391296,17,49390891,49391296
19:7185565:7185613,19,7185565,7185613
1:98515371:98515774,1,98515371,98515774
5:73407359:73407714,5,73407359,73407714
17:75309286:75309775,17,75309286,75309775
3:124834063:124834156,3,124834063,124834156
17:80938057:80938165,17,80938057,80938165
9:101448586:101448672,9,101448586,101448672
17:39793459:39793853,17,39793459,39793853
6:89050237:89050420,6,89050237,89050420
16:29611653:29611744,16,29611653,29611744
5:134556763:134556853,5,134556763,134556853
3:119464094:119464332,3,119464094,119464332
2:47173535:47173698,2,47173535,47173698
6:28384530:28384898,6,28384530,28384898
10:10998593:10998665,10,10998593,10998665
12:1305500:1305519,12,1305500,1305519
18:15198707:15198961,18,15198707,15198961
X:123924928:123925114,X,123924928,123925114
8:28882948:28883056,8,28882948,28883056
6:158092007:158092173,6,158092007,158092173
17:599272:599352,17,599272,599352
9:19647917:19648231,9,19647917,19648231
18:76508183:76508215,18,76508183,76508215
1:42584549:42584724,1,42584549,42584724
4:24913432:24913528,4,24913432,24913528
6:27501980:27502209,6,27501980,27502209
9:14992779:14992984,9,14992779,14992984
3:58058662:58059055,3,58058662,58059055
7:264027:264131,7,264027,264131
11:31372685:31372890,11,31372685,31372890
13:42573510:42573881,13,42573510,42573881
3:9416272:9416489,3,9416272,9416489
1:120968907:120968936,1,120968907,120968936
2:126222061:126222597,2,126222061,126222597
4:106078172:106078314,4,106078172,106078314
3:169226432:169226620,3,169226432,169226620
3:32578210:32578391,3,32578210,32578391
3:141681522:141681622,3,141681522,141681622
3:179957096:179957373,3,179957096,179957373
6:32837365:32837621,6,32837365,32837621
12:124636811:124636925,12,124636811,124636925
6:154356662:154357009,6,154356662,154357009
7:77122744:77122954,7,77122744,77122954
7:6082014:6082123,7,6082014,6082123
3:190202612:190203080,3,190202612,190203080
12:110456145:110456285,12,110456145,110456285
13:43056096:43056295,13,43056096,43056295
7:595767:595848,7,595767,595848
1:43106182:43106407,1,43106182,43106407
5:67409351:67409570,5,67409351,67409570
9:116687782:116687861,9,116687782,116687861
19:1161671:1161687,19,1161671,1161687
22:31497452:31497808,22,31497452,31497808
15:34986081:34986438,15,34986081,34986438
17:64984799:64984994,17,64984799,64984994
8:86239604:86239937,8,86239604,86239937
12:52259853:52260117,12,52259853,52260117
7:44985332:44985495,7,44985332,44985495
13:29573898:29574059,13,29573898,29574059
6:134155874:134156172,6,134155874,134156172
8:134160813:134161025,8,134160813,134161025
3:10212501:10212795,3,10212501,10212795
6:36282841:36283077,6,36282841,36283077
11:112963891:112963938,11,112963891,112963938
2:160769391:160769876,2,160769391,160769876
4:63055770:63056132,4,63055770,63056132
7:140035294:140035539,7,140035294,140035539
15:60721920:60721932,15,60721920,60721932
19:48721211:48721299,19,48721211,48721299
11:67486336:67486858,11,67486336,67486858
13:49213669:49213957,13,49213669,49213957
7:74658826:74658912,7,74658826,74658912
19:34367528:34367693,19,34367528,34367693
19:41424942:41424989,19,41424942,41424989
9:104670382:104670692,9,104670382,104670692
17:73193970:73194068,17,73193970,73194068
1:46532377:46532510,1,46532377,46532510
3:179958286:179958585,3,179958286,179958585
15:42366982:42367151,15,42366982,42367151
17:13340374:13340819,17,13340374,13340819
8:1993032:1993166,8,1993032,1993166
11:45102901:45103080,11,45102901,45103080
12:110456751:110456854,12,110456751,110456854
3:195261008:195261116,3,195261008,195261116
16:69179858:69179965,16,69179858,69179965
3:174600216:174600567,3,174600216,174600567
3:126304973:126305381,3,126304973,126305381
7:5539175:5539424,7,5539175,5539424
6:157800405:157800528,6,157800405,157800528
15:58525957:58526028,15,58525957,58526028
7:65251662:65251750,7,65251662,65251750
7:609199:609225,7,609199,609225
19:43474645:43474864,19,43474645,43474864
7:39567213:39567382,7,39567213,39567382
11:64347323:64347551,11,64347323,64347551
8:102652664:102652717,8,102652664,102652717
3:153242863:153243167,3,153242863,153243167
7:128862226:128862406,7,128862226,128862406
16:17336023:17336129,16,17336023,17336129
1:2189404:2189468,1,2189404,2189468
13:23945665:23945765,13,23945665,23945765
8:100143321:100143744,8,100143321,100143744
6:32191150:32191259,6,32191150,32191259
13:29900185:29900401,13,29900185,29900401
15:38563341:38563730,15,38563341,38563730
7:100863285:100863548,7,100863285,100863548
5:165979601:165979955,5,165979601,165979955
2:239545049:239545136,2,239545049,239545136
7:102592789:102592838,7,102592789,102592838
8:125613072:125613246,8,125613072,125613246
2:231671369:231671440,2,231671369,231671440
6:30349571:30349742,6,30349571,30349742
12:129020718:129021181,12,129020718,129021181
4:152537586:152537754,4,152537586,152537754
6:83513372:83513775,6,83513372,83513775
3:44233915:44234381,3,44233915,44234381
12:1647556:1647790,12,1647556,1647790
9:92828948:92829493,9,92828948,92829493
7:77307563:77307630,7,77307563,77307630
X:27456556:27456794,X,27456556,27456794
6:33445712:33445785,6,33445712,33445785
3:196609080:196609649,3,196609080,196609649
6:39048197:39048405,6,39048197,39048405
1:235324872:235325203,1,235324872,235325203
1:160627831:160628158,1,160627831,160628158
5:172716264:172716411,5,172716264,172716411
13:94548289:94548495,13,94548289,94548495
8:129819767:129819991,8,129819767,129819991
13:26191399:26191859,13,26191399,26191859
5:14794855:14795057,5,14794855,14795057
16:30896208:30896230,16,30896208,30896230
6:44222918:44222928,6,44222918,44222928
1:197145066:197145200,1,197145066,197145200
6:147205897:147205977,6,147205897,147205977
4:8198484:8198671,4,8198484,8198671
12:101876631:101876707,12,101876631,101876707
11:80257393:80257421,11,80257393,80257421
5:178317505:178317720,5,178317505,178317720
7:155857652:155857930,7,155857652,155857930
6:46013979:46014227,6,46013979,46014227
7:26855686:26856227,7,26855686,26856227
10:22253995:22254063,10,22253995,22254063
12:63687389:63687455,12,63687389,63687455
7:73606895:73607045,7,73606895,73607045
3:46465696:46466018,3,46465696,46466018
2:227777401:227777609,2,227777401,227777609
14:50957453:50957494,14,50957453,50957494
20:63737051:63737115,20,63737051,63737115
7:30988120:30988352,7,30988120,30988352
17:43714621:43714765,17,43714621,43714765
4:39076052:39076189,4,39076052,39076189
20:9733672:9733884,20,9733672,9733884
13:45785558:45785758,13,45785558,45785758
15:98877655:98877960,15,98877655,98877960
17:42379466:42379683,17,42379466,42379683
19:16285637:16285956,19,16285637,16285956
8:72005677:72005904,8,72005677,72005904
13:67233360:67233512,13,67233360,67233512
12:63682891:63683258,12,63682891,63683258
11:61393355:61393447,11,61393355,61393447
9:76838410:76839094,9,76838410,76839094
9:121267559:121267648,9,121267559,121267648
6:138500217:138500454,6,138500217,138500454
16:2488195:2488580,16,2488195,2488580
20:17270114:17270556,20,17270114,17270556
6:35498718:35499017,6,35498718,35499017
3:183325577:183325840,3,183325577,183325840
9:93097519:93097608,9,93097519,93097608
7:17746547:17747033,7,17746547,17747033
6:27138577:27138785,6,27138577,27138785
16:25328361:25328582,16,25328361,25328582
10:132445291:132445347,10,132445291,132445347
1:112957707:112957782,1,112957707,112957782
11:18456043:18456186,11,18456043,18456186
2:6999895:7000123,2,6999895,7000123
3:101784676:101784893,3,101784676,101784893
1:226733875:226734240,1,226733875,226734240
